"%23w.print(Nessus%20Response","%23w.print(Nessus%20Response.keyword","@timestamp","@version","@version.keyword",NameError,"NameError.keyword","_id","_ignored","_index","_score","dest_ip","dest_ip.keyword","geoip.as_org","geoip.as_org.keyword","geoip.asn","geoip.city_name","geoip.city_name.keyword","geoip.continent_code","geoip.continent_code.keyword","geoip.country_code2","geoip.country_code2.keyword","Country (geoip.country_code3)","geoip.country_code3.keyword","geoip.country_name","geoip.country_name.keyword","geoip.ip","geoip.latitude","geoip.location","geoip.longitude","geoip.postal_code","geoip.postal_code.keyword","geoip.region_code","geoip.region_code.keyword","geoip.region_name","geoip.region_name.keyword","geoip.timezone","geoip.timezone.keyword","geoip_ext.as_org","geoip_ext.as_org.keyword","geoip_ext.asn","geoip_ext.city_name","geoip_ext.city_name.keyword","geoip_ext.continent_code","geoip_ext.continent_code.keyword","geoip_ext.country_code2","geoip_ext.country_code2.keyword","geoip_ext.country_code3","geoip_ext.country_code3.keyword","geoip_ext.country_name","geoip_ext.country_name.keyword","geoip_ext.ip","geoip_ext.latitude","geoip_ext.location","geoip_ext.longitude","geoip_ext.postal_code","geoip_ext.postal_code.keyword","geoip_ext.region_code","geoip_ext.region_code.keyword","geoip_ext.region_name","geoip_ext.region_name.keyword","geoip_ext.timezone","geoip_ext.timezone.keyword",handle,"handle.keyword","headers.accept_encoding","headers.accept_encoding.keyword","headers.connection","headers.connection.keyword","headers.content_length","headers.content_length.keyword","headers.content_type","headers.content_type.keyword","headers.http_host","headers.http_host.keyword","headers.http_user_agent","headers.http_user_agent.keyword","headers.http_version","headers.http_version.keyword","headers.request_method","headers.request_method.keyword","headers.request_path","headers.request_path.keyword",host,"host.keyword",message,path,"path.keyword","payload_printable","payload_printable.keyword","src_ip","src_ip.keyword","ssl.SSLEOFError","ssl.SSLEOFError.keyword","struct.error","struct.error.keyword","T-Pot Hostname (t-pot_hostname)","t-pot_hostname.keyword","t-pot_ip_ext","t-pot_ip_ext.keyword","t-pot_ip_int","t-pot_ip_int.keyword",timestamp,"Type (type)","type.keyword"
"-","-","Oct 15, 2025 @ 14:44:57.263",1,1,"-","-",QXCe6ZkBvOONh2cvbIzV,"-","logstash-2025.10.15","-","148.226.8.105","148.226.8.105","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"{'timestamp': '2025-10-15T20:44:57.263362', 'src_ip': '148.226.8.120', 'payload_printable': '""GET / HTTP/1.1"" 200 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET / HTTP/1.1"" 200 -","""GET / HTTP/1.1"" 200 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:44:57.263",Ciscoasa,Ciscoasa,"-","-"
"-","-","Oct 15, 2025 @ 14:44:57.183",1,1,"-","-",QHCe6ZkBvOONh2cvbIzV,"-","logstash-2025.10.15","-","148.226.8.105","148.226.8.105","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"{'timestamp': '2025-10-15T20:44:57.183672', 'src_ip': '148.226.8.120', 'payload_printable': '""GET / HTTP/1.1"" 200 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET / HTTP/1.1"" 200 -","""GET / HTTP/1.1"" 200 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:44:57.183",Ciscoasa,Ciscoasa,"-","-"
"-","-","Oct 15, 2025 @ 14:44:57.028",1,1,"-","-",P3Ce6ZkBvOONh2cvbIzV,"-","logstash-2025.10.15","-","148.226.8.105","148.226.8.105","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"{'timestamp': '2025-10-15T20:44:57.028884', 'src_ip': '148.226.8.120', 'payload_printable': '""GET /xampp/index.php HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /xampp/index.php HTTP/1.1"" 404 -","""GET /xampp/index.php HTTP/1.1"" 404 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:44:57.028",Ciscoasa,Ciscoasa,"-","-"
"-","-","Oct 15, 2025 @ 14:44:56.872",1,1,"-","-",PnCe6ZkBvOONh2cvbIzV,"-","logstash-2025.10.15","-","148.226.8.105","148.226.8.105","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"{'timestamp': '2025-10-15T20:44:56.872827', 'src_ip': '148.226.8.120', 'payload_printable': '""TRACE /Nessus1245137665.html HTTP/1.1"" - -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""TRACE /Nessus1245137665.html HTTP/1.1"" - -","""TRACE /Nessus1245137665.html HTTP/1.1"" - -","148.226.8.120","148.226.8.120","-","-","-","-","hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:44:56.872",Ciscoasa,Ciscoasa,"-","-"
"-","-","Oct 15, 2025 @ 14:44:52.699",1,1,"-","-",HHCe6ZkBvOONh2cvWYpB,"-","logstash-2025.10.15","-","148.226.8.105","148.226.8.105","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"{'timestamp': '2025-10-15T20:44:52.699971', 'src_ip': '148.226.8.120', 'payload_printable': '""GET / HTTP/1.1"" 200 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET / HTTP/1.1"" 200 -","""GET / HTTP/1.1"" 200 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:44:52.699",Ciscoasa,Ciscoasa,"-","-"
"-","-","Oct 15, 2025 @ 14:44:52.462",1,1,"-","-",G3Ce6ZkBvOONh2cvWYpB,"-","logstash-2025.10.15","-","148.226.8.105","148.226.8.105","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"{'timestamp': '2025-10-15T20:44:52.462679', 'src_ip': '148.226.8.120', 'payload_printable': '""GET / HTTP/1.1"" 200 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET / HTTP/1.1"" 200 -","""GET / HTTP/1.1"" 200 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:44:52.462",Ciscoasa,Ciscoasa,"-","-"
"-","-","Oct 15, 2025 @ 14:44:51.939",1,1,"-","-",GnCe6ZkBvOONh2cvWYpB,"-","logstash-2025.10.15","-","148.226.8.105","148.226.8.105","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"{'timestamp': '2025-10-15T20:44:51.939191', 'src_ip': '148.226.8.120', 'payload_printable': '""GET / HTTP/1.1"" 200 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET / HTTP/1.1"" 200 -","""GET / HTTP/1.1"" 200 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:44:51.939",Ciscoasa,Ciscoasa,"-","-"
"-","-","Oct 15, 2025 @ 14:44:51.784",1,1,"-","-",VHCe6ZkBvOONh2cvVYlT,"-","logstash-2025.10.15","-","148.226.8.105","148.226.8.105","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"{'timestamp': '2025-10-15T20:44:51.784104', 'src_ip': '148.226.8.120', 'payload_printable': '""GET /ext-js/app/common/zld_product_spec.js HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /ext-js/app/common/zld_product_spec.js HTTP/1.1"" 404 -","""GET /ext-js/app/common/zld_product_spec.js HTTP/1.1"" 404 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:44:51.784",Ciscoasa,Ciscoasa,"-","-"
"-","-","Oct 15, 2025 @ 14:44:51.486",1,1,"-","-",THCe6ZkBvOONh2cvVYlT,"-","logstash-2025.10.15","-","148.226.8.105","148.226.8.105","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"{'timestamp': '2025-10-15T20:44:51.486824', 'src_ip': '148.226.8.120', 'payload_printable': '""GET / HTTP/1.1"" 200 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET / HTTP/1.1"" 200 -","""GET / HTTP/1.1"" 200 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:44:51.486",Ciscoasa,Ciscoasa,"-","-"
"-","-","Oct 15, 2025 @ 14:44:49.286",1,1,"-","-",GnCe6ZkBvOONh2cvTYmF,"-","logstash-2025.10.15","-","148.226.8.105","148.226.8.105","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"{'timestamp': '2025-10-15T20:44:49.286350', 'src_ip': '148.226.8.120', 'payload_printable': '""GET /login/?next=/ HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /login/?next=/ HTTP/1.1"" 404 -","""GET /login/?next=/ HTTP/1.1"" 404 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:44:49.286",Ciscoasa,Ciscoasa,"-","-"
"-","-","Oct 15, 2025 @ 14:44:39.997",1,1,"-","-",t3Ce6ZkBvOONh2cvKodW,"-","logstash-2025.10.15","-","148.226.8.105","148.226.8.105","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"{'timestamp': '2025-10-15T20:44:39.997463', 'src_ip': '148.226.8.120', 'payload_printable': '""GET /favicon.iso HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /favicon.iso HTTP/1.1"" 404 -","""GET /favicon.iso HTTP/1.1"" 404 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:44:39.997",Ciscoasa,Ciscoasa,"-","-"
"-","-","Oct 15, 2025 @ 14:44:39.981",1,1,"-","-",tnCe6ZkBvOONh2cvKodW,"-","logstash-2025.10.15","-","148.226.8.105","148.226.8.105","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"{'timestamp': '2025-10-15T20:44:39.981003', 'src_ip': '148.226.8.120', 'payload_printable': '""GET /favicon2.iso HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /favicon2.iso HTTP/1.1"" 404 -","""GET /favicon2.iso HTTP/1.1"" 404 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:44:39.981",Ciscoasa,Ciscoasa,"-","-"
"-","-","Oct 15, 2025 @ 14:44:32.112",1,1,"-","-",MHCe6ZkBvOONh2cvC4YV,"-","logstash-2025.10.15","-","148.226.8.105","148.226.8.105","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"{'timestamp': '2025-10-15T20:44:32.112880', 'src_ip': '148.226.8.120', 'payload_printable': '""GET / HTTP/1.1"" 200 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET / HTTP/1.1"" 200 -","""GET / HTTP/1.1"" 200 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:44:32.112",Ciscoasa,Ciscoasa,"-","-"
"-","-","Oct 15, 2025 @ 14:44:31.383",1,1,"-","-",lHCe6ZkBvOONh2cvB4Uv,"-","logstash-2025.10.15","-","148.226.8.105","148.226.8.105","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"{'timestamp': '2025-10-15T20:44:31.383491', 'src_ip': '148.226.8.120', 'payload_printable': '""GET / HTTP/1.1"" 200 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET / HTTP/1.1"" 200 -","""GET / HTTP/1.1"" 200 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:44:31.383",Ciscoasa,Ciscoasa,"-","-"
"-","-","Oct 15, 2025 @ 14:44:30.812",1,1,"-","-",qHCe6ZkBvOONh2cvB4Uw,"-","logstash-2025.10.15","-","148.226.8.105","148.226.8.105","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"{'timestamp': '2025-10-15T20:44:30.812341', 'src_ip': '148.226.8.120', 'payload_printable': '""GET / HTTP/1.1"" 200 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET / HTTP/1.1"" 200 -","""GET / HTTP/1.1"" 200 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:44:30.812",Ciscoasa,Ciscoasa,"-","-"
"-","-","Oct 15, 2025 @ 14:44:29.440",1,1,"-","-","-HCd6ZkBvOONh2cv_4F0","-","logstash-2025.10.15","-","148.226.8.105","148.226.8.105","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"{'timestamp': '2025-10-15T20:44:29.440053', 'src_ip': '148.226.8.120', 'payload_printable': '""GET /scripts/qJ8YzsJzOh08.cfm HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /scripts/qJ8YzsJzOh08.cfm HTTP/1.1"" 404 -","""GET /scripts/qJ8YzsJzOh08.cfm HTTP/1.1"" 404 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:44:29.440",Ciscoasa,Ciscoasa,"-","-"
"-","-","Oct 15, 2025 @ 14:44:29.422",1,1,"-","-","93Cd6ZkBvOONh2cv_4F0","-","logstash-2025.10.15","-","148.226.8.105","148.226.8.105","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"{'timestamp': '2025-10-15T20:44:29.422741', 'src_ip': '148.226.8.120', 'payload_printable': '""GET /scripts/qJ8YzsJzOh08.php3 HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /scripts/qJ8YzsJzOh08.php3 HTTP/1.1"" 404 -","""GET /scripts/qJ8YzsJzOh08.php3 HTTP/1.1"" 404 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:44:29.422",Ciscoasa,Ciscoasa,"-","-"
"-","-","Oct 15, 2025 @ 14:44:29.406",1,1,"-","-","9nCd6ZkBvOONh2cv_4F0","-","logstash-2025.10.15","-","148.226.8.105","148.226.8.105","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.105","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7479227e40cd,7479227e40cd,"{'timestamp': '2025-10-15T20:44:29.406646', 'src_ip': '148.226.8.120', 'payload_printable': '""GET /scripts/qJ8YzsJzOh08.php HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /scripts/qJ8YzsJzOh08.php HTTP/1.1"" 404 -","""GET /scripts/qJ8YzsJzOh08.php HTTP/1.1"" 404 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-hive","hony-hive","148.226.8.105","148.226.8.105","148.226.8.105","148.226.8.105","Oct 15, 2025 @ 14:44:29.406",Ciscoasa,Ciscoasa,"-","-"
